client,event
client28282,0
client28283,1
client28284,0
client28285,0
client28286,0
client28287,0
client28288,0
client28289,0
client2829,0
client28290,0
client28291,1
client28292,0
client28293,0
client28294,0
client28295,0
client28296,1
client28297,0
client28298,0
client28299,0
client283,0
client2830,0
client28300,0
client28301,1
client28302,0
client28303,0
client28304,0
client28305,0
client28306,1
client28307,1
client28308,0
client28309,0
client2831,0
client28310,1
client28311,1
client28312,0
client28313,0
client28314,0
client28315,1
client28316,0
client28317,0
client28318,0
client28319,0
client2832,0
client28320,0
client28321,0
client28322,1
client28323,1
client28324,0
client28325,0
client28326,0
client28327,0
client28328,0
client28329,0
client2833,1
client28330,0
client28331,0
client28332,0
client28333,0
client28334,0
client28335,0
client28336,0
client28337,0
client28338,0
client28339,1
client2834,0
client28340,0
client28341,0
client28342,0
client28343,0
client28344,1
client28345,0
client28346,0
client28347,1
client28348,0
client28349,0
client2835,0
client28350,0
client28351,0
client28352,0
client28353,0
client28354,1
client28355,1
client28356,0
client28357,0
client28358,0
client28359,0
client2836,0
client28360,0
client28361,0
client28362,0
client28363,0
client28364,1
client28365,0
client28366,0
client28367,0
client28368,0
client28369,1
client2837,0
client28370,0
client28371,0
client28372,0
client28373,1
client28374,0
client28375,1
client28376,0
client28377,1
client28378,0
client28379,0
client2838,0
client28380,0
client28381,0
client28382,0
client28383,1
client28384,0
client28385,1
client28386,0
client28387,0
client28388,0
client28389,0
client2839,0
client28390,0
client28391,0
client28392,0
client28393,1
client28394,0
client28395,1
client28396,0
client28397,0
client28398,0
client28399,0
client284,0
client2840,0
client28400,0
client28401,0
client28402,0
client28403,0
client28404,0
client28405,0
client28406,0
client28407,0
client28408,0
client28409,0
client2841,0
client28410,0
client28411,0
client28412,0
client28413,0
client28414,0
client28415,0
client28416,0
client28417,0
client28418,0
client28419,1
client2842,1
client28420,0
client28421,0
client28422,0
client28423,0
client28424,0
client28425,0
client28426,0
client28427,0
client28428,0
client28429,0
client2843,0
client28430,0
client28431,0
client28432,0
client28433,0
client28434,1
client28435,0
client28436,1
client28437,0
client28438,0
client28439,0
client2844,1
client28440,0
client28441,0
client28442,0
client28443,0
client28444,0
client28445,1
client28446,0
client28447,0
client28448,0
client28449,0
client2845,0
client28450,0
client28451,0
client28452,1
client28453,1
client28454,1
client28455,0
client28456,0
client28457,1
client28458,0
client28459,1
client2846,1
client28460,0
client28461,0
client28462,0
client28463,0
client28464,0
client28465,1
client28466,0
client28467,1
client28468,0
client28469,0
client2847,0
client28470,1
client28471,0
client28472,0
client28473,1
client28474,0
client28475,0
client28476,0
client28477,1
client28478,0
client28479,0
client2848,1
client28480,0
client28481,0
client28482,0
client28483,0
client28484,0
client28485,0
client28486,1
client28487,0
client28488,0
client28489,0
client2849,0
client28490,0
client28491,0
client28492,0
client28493,0
client28494,0
client28495,0
client28496,0
client28497,0
client28498,0
client28499,0
client285,0
client2850,1
client28500,0
client28501,0
client28502,1
client28503,0
client28504,1
client28505,0
client28506,0
client28507,1
client28508,0
client28509,0
client2851,0
client28510,0
client28511,0
client28512,1
client28513,0
client28514,0
client28515,1
client28516,1
client28517,0
client28518,0
client28519,0
client2852,0
client28520,0
client28521,0
client28522,1
client28523,0
client28524,0
client28525,0
client28526,0
client28527,0
client28528,0
client28529,1
client2853,0
client28530,0
client28531,0
client28532,1
client28533,0
client28534,0
client28535,0
client28536,0
client28537,0
client28538,0
client28539,0
client2854,0
client28540,0
client28541,0
client28542,0
client28543,0
client28544,0
client28545,0
client28546,0
client28547,0
client28548,0
client28549,1
client2855,0
client28550,0
client28551,0
client28552,0
client28553,0
client28554,0
client28555,0
client28556,0
client28557,0
client28558,0
client28559,0
client2856,0
client28560,0
client28561,1
client28562,0
client28563,1
client28564,0
client28565,0
client28566,0
client28567,1
client28568,0
client28569,0
client2857,0
client28570,0
client28571,0
client28572,0
client28573,1
client28574,1
client28575,0
client28576,0
client28577,1
client28578,0
client28579,0
client2858,0
client28580,1
client28581,0
client28582,0
client28583,0
client28584,0
client28585,1
client28586,0
client28587,0
client28588,0
client28589,0
client2859,0
client28590,0
client28591,0
client28592,0
client28593,0
client28594,0
client28595,0
client28596,0
client28597,0
client28598,1
client28599,0
client286,0
client2860,0
client28600,0
client28601,0
client28602,0
client28603,0
client28604,0
client28605,0
client28606,0
client28607,0
client28608,0
client28609,1
client2861,0
client28610,0
client28611,0
client28612,0
client28613,0
client28614,0
client28615,0
client28616,0
client28617,0
client28618,0
client28619,1
client2862,0
client28620,0
client28621,0
client28622,0
client28623,0
client28624,0
client28625,1
client28626,0
client28627,0
client28628,0
client28629,0
client2863,0
client28630,1
client28631,1
client28632,0
client28633,0
client28634,0
client28635,0
client28636,1
client28637,0
client28638,0
client28639,0
client2864,0
client28640,1
client28641,0
client28642,1
client28643,1
client28644,0
client28645,0
client28646,1
client28647,0
client28648,0
client28649,0
client2865,0
client28650,0
client28651,1
client28652,0
client28653,1
client28654,0
client28655,0
client28656,0
client28657,0
client28658,0
client28659,0
client2866,0
client28660,0
client28661,0
client28662,1
client28663,0
client28664,0
client28665,0
client28666,1
client28667,0
client28668,0
client28669,0
client2867,0
client28670,0
client28671,0
client28672,1
client28673,1
client28674,1
client28675,0
client28676,1
client28677,0
client28678,1
client28679,0
client2868,0
client28680,1
client28681,0
client28682,0
client28683,0
client28684,0
client28685,0
client28686,0
client28687,0
client28688,0
client28689,0
client2869,1
client28690,0
client28691,1
client28692,1
client28693,0
client28694,0
client28695,0
client28696,0
client28697,0
client28698,1
client28699,0
client287,0
client2870,1
client28700,0
client28701,1
client28702,0
client28703,1
client28704,0
client28705,0
client28706,1
client28707,0
client28708,1
client28709,0
client2871,0
client28710,1
client28711,1
client28712,0
client28713,0
client28714,1
client28715,1
client28716,0
client28717,0
client28718,0
client28719,0
client2872,0
client28720,1
client28721,1
client28722,0
client28723,0
client28724,0
client28725,1
client28726,1
client28727,1
client28728,0
client28729,0
client2873,0
client28730,0
client28731,0
client28732,0
client28733,0
client28734,1
client28735,0
client28736,0
client28737,0
client28738,0
client28739,0
client2874,1
client28740,0
client28741,1
client28742,0
client28743,0
client28744,0
client28745,0
client28746,0
client28747,0
client28748,0
client28749,0
client2875,1
client28750,0
client28751,0
client28752,0
client28753,0
client28754,1
client28755,0
client28756,0
client28757,0
client28758,1
client28759,0
client2876,1
client28760,1
client28761,0
client28762,1
client28763,0
client28764,0
client28765,0
client28766,0
client28767,0
client28768,0
client28769,0
client2877,0
client28770,0
client28771,0
client28772,0
client28773,1
client28774,0
client28775,0
client28776,0
client28777,0
client28778,1
client28779,0
client2878,0
client28780,0
client28781,0
client28782,0
client28783,0
client28784,0
client28785,1
client28786,0
client28787,0
client28788,0
client28789,0
client2879,0
client28790,0
client28791,0
client28792,0
client28793,1
client28794,0
client28795,0
client28796,0
client28797,0
client28798,1
client28799,0
client288,0
client2880,1
client28800,0
client28801,0
client28802,0
client28803,0
client28804,0
client28805,0
client28806,0
client28807,0
client28808,0
client28809,0
client2881,0
client28810,0
client28811,0
client28812,0
client28813,1
client28814,0
client28815,0
client28816,0
client28817,0
client28818,0
client28819,1
client2882,0
client28820,1
client28821,0
client28822,0
client28823,0
client28824,0
client28825,0
client28826,0
client28827,1
client28828,0
client28829,0
client2883,0
client28830,1
client28831,0
client28832,1
client28833,0
client28834,0
client28835,0
client28836,0
client28837,0
client28838,0
client28839,1
client2884,0
client28840,0
client28841,0
client28842,1
client28843,1
client28844,1
client28845,0
client28846,0
client28847,1
client28848,1
client28849,0
client2885,0
client28850,0
client28851,1
client28852,1
client28853,0
client28854,0
client28855,0
client28856,0
client28857,0
client28858,1
client28859,0
client2886,1
client28860,0
client28861,1
client28862,1
client28863,0
client28864,0
client28865,0
client28866,0
client28867,0
client28868,0
client28869,0
client2887,0
client28870,1
client28871,0
client28872,1
client28873,0
client28874,0
client28875,0
client28876,1
client28877,0
client28878,0
client28879,0
client2888,1
client28880,0
client28881,0
client28882,1
client28883,0
client28884,0
client28885,0
client28886,0
client28887,0
client28888,1
client28889,0
client2889,0
client28890,1
client28891,0
client28892,1
client28893,0
client28894,1
client28895,0
client28896,0
client28897,0
client28898,0
client28899,0
client289,0
client2890,0
client28900,1
client28901,0
client28902,0
client28903,0
client28904,1
client28905,1
client28906,0
client28907,0
client28908,0
client28909,0
client2891,0
client28910,0
client28911,1
client28912,0
client28913,0
client28914,0
client28915,0
client28916,0
client28917,0
client28918,0
client28919,0
client2892,0
client28920,0
client28921,1
client28922,0
client28923,0
client28924,1
client28925,0
client28926,1
client28927,1
client28928,1
client28929,1
client2893,0
client28930,0
client28931,1
client28932,0
client28933,0
client28934,0
client28935,0
client28936,0
client28937,0
client28938,1
client28939,1
client2894,0
client28940,0
client28941,1
client28942,0
client28943,1
client28944,0
client28945,1
client28946,0
client28947,0
client28948,0
client28949,1
client2895,1
client28950,0
client28951,0
client28952,0
client28953,0
client28954,0
client28955,0
client28956,0
client28957,0
client28958,0
client28959,0
client2896,0
client28960,0
client28961,1
client28962,0
client28963,0
client28964,0
client28965,0
client28966,0
client28967,0
client28968,0
client28969,1
client2897,0
client28970,0
client28971,1
client28972,0
client28973,0
client28974,0
client28975,0
client28976,0
client28977,0
client28978,0
client28979,0
client2898,0
client28980,0
client28981,0
client28982,0
client28983,0
client28984,0
client28985,0
client28986,0
client28987,0
client28988,0
client28989,1
client2899,1
client28990,0
client28991,0
client28992,0
client28993,1
client28994,1
client28995,0
client28996,1
client28997,1
client28998,1
client28999,1
client29,0
client290,0
client2900,0
client29000,1
client29001,0
client29002,0
client29003,0
client29004,0
client29005,0
client29006,0
client29007,1
client29008,1
client29009,1
client2901,0
client29010,0
client29011,1
client29012,0
client29013,1
client29014,0
client29015,0
client29016,1
client29017,1
client29018,0
client29019,0
client2902,0
client29020,1
client29021,0
client29022,0
client29023,0
client29024,1
client29025,0
client29026,1
client29027,0
client29028,1
client29029,1
client2903,0
client29030,0
client29031,0
client29032,1
client29033,1
client29034,1
client29035,0
client29036,0
client29037,0
client29038,1
client29039,0
client2904,1
client29040,1
client29041,0
client29042,0
client29043,1
client29044,0
client29045,0
client29046,0
client29047,0
client29048,0
client29049,1
client2905,0
client29050,0
client29051,0
client29052,0
client29053,0
client29054,1
client29055,0
client29056,1
client29057,0
client29058,1
client29059,0
client2906,0
client29060,0
client29061,0
client29062,0
client29063,0
client29064,1
client29065,0
client29066,0
client29067,0
client29068,0
client29069,0
client2907,0
client29070,0
client29071,0
client29072,0
client29073,0
client29074,0
client29075,0
client29076,0
client29077,0
client29078,1
client29079,0
client2908,1
client29080,0
client29081,1
client29082,0
client29083,0
client29084,0
client29085,0
client29086,0
client29087,1
client29088,0
client29089,0
client2909,0
client29090,0
client29091,0
client29092,0
client29093,0
client29094,0
client29095,0
client29096,0
client29097,0
client29098,0
client29099,0
client291,0
client2910,0
client29100,0
client29101,1
client29102,1
client29103,0
client29104,0
client29105,0
client29106,0
client29107,0
client29108,0
client29109,0
client2911,0
client29110,0
client29111,0
client29112,0
client29113,0
client29114,0
client29115,0
client29116,0
client29117,0
client29118,0
client29119,1
client2912,0
client29120,0
client29121,0
client29122,0
client29123,1
client29124,0
client29125,0
client29126,0
client29127,1
client29128,1
client29129,0
client2913,0
client29130,0
client29131,1
client29132,0
client29133,0
client29134,0
client29135,1
client29136,0
client29137,0
client29138,1
client29139,1
client2914,1
client29140,1
client29141,0
client29142,0
client29143,0
client29144,1
client29145,0
client29146,0
client29147,0
client29148,0
client29149,1
client2915,0
client29150,0
client29151,0
client29152,0
client29153,1
client29154,0
client29155,0
client29156,0
client29157,0
client29158,0
client29159,0
client2916,0
client29160,0
client29161,0
client29162,0
client29163,0
client29164,0
client29165,0
client29166,1
client29167,0
client29168,0
client29169,0
client2917,0
client29170,0
client29171,0
client29172,1
client29173,0
client29174,0
client29175,1
client29176,0
client29177,0
client29178,0
client29179,1
client2918,0
client29180,0
client29181,0
client29182,0
client29183,1
client29184,1
client29185,0
client29186,0
client29187,0
client29188,0
client29189,1
client2919,1
client29190,0
client29191,1
client29192,1
client29193,0
client29194,0
client29195,0
client29196,0
client29197,0
client29198,0
client29199,0
client292,0
client2920,1
client29200,1
client29201,0
client29202,0
client29203,0
client29204,0
client29205,1
client29206,0
client29207,0
client29208,0
client29209,1
client2921,0
client29210,1
client29211,0
client29212,0
client29213,0
client29214,1
client29215,0
client29216,0
client29217,0
client29218,0
client29219,0
client2922,0
client29220,0
client29221,1
client29222,0
client29223,0
client29224,0
client29225,0
client29226,0
client29227,0
client29228,0
client29229,0
client2923,1
client29230,0
client29231,0
client29232,1
client29233,0
client29234,1
client29235,0
client29236,0
client29237,0
client29238,0
client29239,0
client2924,0
client29240,0
client29241,0
client29242,0
client29243,0
client29244,0
client29245,0
client29246,0
client29247,0
client29248,1
client29249,1
client2925,0
client29250,0
client29251,1
client29252,0
client29253,0
client29254,0
client29255,0
client29256,0
client29257,1
client29258,1
client29259,0
client2926,1
client29260,0
client29261,1
client29262,0
client29263,0
client29264,0
client29265,0
client29266,0
client29267,0
client29268,0
client29269,0
client2927,1
client29270,0
client29271,0
client29272,0
client29273,0
client29274,0
client29275,0
client29276,1
client29277,1
client29278,0
client29279,0
client2928,0
client29280,0
client29281,1
client29282,0
client29283,0
client29284,1
client29285,0
client29286,0
client29287,0
client29288,1
client29289,1
client2929,1
client29290,0
client29291,0
client29292,0
client29293,0
client29294,0
client29295,1
client29296,1
client29297,0
client29298,1
client29299,0
client293,0
client2930,0
client29300,1
client29301,0
client29302,1
client29303,0
client29304,0
client29305,0
client29306,0
client29307,0
client29308,0
client29309,0
client2931,0
client29310,1
client29311,0
client29312,0
client29313,0
client29314,0
client29315,0
client29316,1
client29317,0
client29318,0
client29319,0
client2932,1
client29320,0
client29321,0
client29322,0
client29323,0
client29324,1
client29325,0
client29326,0
client29327,0
client29328,0
client29329,1
client2933,0
client29330,1
client29331,0
client29332,0
client29333,0
client29334,0
client29335,1
client29336,1
client29337,0
client29338,0
client29339,0
client2934,1
client29340,1
client29341,0
client29342,0
client29343,0
client29344,0
client29345,0
client29346,0
client29347,0
client29348,0
client29349,0
client2935,0
client29350,0
client29351,1
client29352,1
client29353,1
client29354,0
client29355,0
client29356,0
client29357,0
client29358,1
client29359,0
client2936,1
client29360,0
client29361,0
client29362,0
client29363,0
client29364,1
client29365,0
client29366,0
client29367,0
client29368,0
client29369,0
client2937,0
client29370,0
client29371,0
client29372,0
client29373,0
client29374,0
client29375,1
client29376,0
client29377,1
client29378,0
client29379,0
client2938,0
client29380,0
client29381,0
client29382,0
client29383,0
client29384,0
client29385,0
client29386,1
client29387,0
client29388,0
client29389,0
client2939,0
client29390,0
client29391,0
client29392,1
client29393,1
client29394,0
client29395,0
client29396,0
client29397,0
client29398,0
client29399,0
client294,0
client2940,1
client29400,0
client29401,0
client29402,0
client29403,0
client29404,0
client29405,0
client29406,0
client29407,0
client29408,0
client29409,0
client2941,0
client29410,0
client29411,0
client29412,0
client29413,0
client29414,0
client29415,0
client29416,0
client29417,0
client29418,0
client29419,0
client2942,0
client29420,1
client29421,0
client29422,0
client29423,1
client29424,1
client29425,0
client29426,1
client29427,1
client29428,0
client29429,1
client2943,0
client29430,0
client29431,1
client29432,0
client29433,0
client29434,0
client29435,1
client29436,1
client29437,0
client29438,1
client29439,0
client2944,0
client29440,0
client29441,0
client29442,0
client29443,0
client29444,0
client29445,1
client29446,1
client29447,0
client29448,1
client29449,0
client2945,0
client29450,0
client29451,0
client29452,1
client29453,1
client29454,0
client29455,0
client29456,1
client29457,1
client29458,0
client29459,0
client2946,0
client29460,0
client29461,0
client29462,0
client29463,0
client29464,0
client29465,0
client29466,0
client29467,1
client29468,0
client29469,0
client2947,0
client29470,1
client29471,1
client29472,0
client29473,0
client29474,0
client29475,0
client29476,0
client29477,0
client29478,0
client29479,1
client2948,1
client29480,0
client29481,1
client29482,0
client29483,0
client29484,0
client29485,0
client29486,0
client29487,0
client29488,1
client29489,1
client2949,0
client29490,0
client29491,0
client29492,0
client29493,0
client29494,0
client29495,0
client29496,0
client29497,0
client29498,0
client29499,0
client295,0
client2950,0
client29500,0
client29501,0
client29502,0
client29503,1
client29504,1
client29505,1
client29506,0
client29507,0
client29508,0
client29509,0
client2951,0
client29510,0
client29511,0
client29512,0
client29513,0
client29514,0
client29515,0
client29516,1
client29517,0
client29518,1
client29519,0
client2952,1
client29520,0
client29521,1
client29522,0
client29523,0
client29524,1
client29525,0
client29526,0
client29527,0
client29528,0
client29529,0
client2953,0
client29530,0
client29531,1
client29532,0
client29533,0
client29534,1
client29535,0
client29536,0
client29537,1
client29538,1
client29539,0
client2954,0
client29540,0
client29541,0
client29542,1
client29543,0
client29544,0
client29545,0
client29546,1
client29547,0
client29548,0
client29549,1
client2955,0
client29550,1
client29551,0
client29552,0
client29553,0
client29554,1
client29555,0
client29556,1
client29557,0
client29558,0
client29559,0
client2956,0
client29560,0
client29561,0
client29562,0
client29563,1
client29564,1
client29565,0
client29566,0
client29567,0
client29568,0
client29569,0
client2957,0
client29570,0
client29571,0
client29572,0
client29573,0
client29574,0
client29575,0
client29576,0
client29577,1
client29578,0
client29579,0
client2958,0
client29580,0
client29581,0
client29582,1
client29583,0
client29584,0
client29585,0
client29586,0
client29587,0
client29588,0
client29589,0
client2959,0
client29590,1
client29591,0
client29592,0
client29593,0
client29594,0
client29595,0
client29596,0
client29597,0
client29598,0
client29599,0
client296,1
client2960,0
client29600,0
client29601,0
client29602,1
client29603,0
client29604,0
client29605,1
client29606,0
client29607,0
client29608,0
client29609,1
client2961,0
client29610,1
client29611,0
client29612,0
client29613,1
client29614,0
client29615,0
client29616,0
client29617,0
client29618,1
client29619,0
client2962,0
client29620,1
client29621,0
client29622,0
client29623,0
client29624,1
client29625,0
client29626,0
client29627,0
client29628,1
client29629,0
client2963,0
client29630,0
client29631,0
client29632,0
client29633,0
client29634,0
client29635,0
client29636,0
client29637,0
client29638,0
client29639,0
client2964,1
client29640,0
client29641,0
client29642,1
client29643,0
client29644,0
client29645,0
client29646,0
client29647,0
client29648,0
client29649,0
client2965,0
client29650,0
client29651,0
client29652,0
client29653,0
client29654,0
client29655,0
client29656,1
client29657,0
client29658,0
client29659,0
client2966,0
client29660,0
client29661,0
client29662,0
client29663,0
client29664,1
client29665,0
client29666,0
client29667,0
client29668,0
client29669,1
client2967,0
client29670,0
client29671,1
client29672,0
client29673,1
client29674,0
client29675,0
client29676,1
client29677,0
client29678,0
client29679,0
client2968,0
client29680,0
client29681,0
client29682,0
client29683,1
client29684,0
client29685,0
client29686,0
client29687,0
client29688,0
client29689,1
client2969,1
client29690,0
client29691,0
client29692,1
client29693,0
client29694,1
client29695,0
client29696,0
client29697,1
client29698,1
client29699,0
client297,0
client2970,0
client29700,0
client29701,0
client29702,0
client29703,1
client29704,0
client29705,0
client29706,0
client29707,1
client29708,0
client29709,0
client2971,0
client29710,0
client29711,1
client29712,0
client29713,0
client29714,0
client29715,1
client29716,0
client29717,0
client29718,0
client29719,0
client2972,1
client29720,1
client29721,0
client29722,1
client29723,0
client29724,0
client29725,1
client29726,0
client29727,0
client29728,1
client29729,0
client2973,0
client29730,1
client29731,0
client29732,1
client29733,0
client29734,0
client29735,1
client29736,0
client29737,0
client29738,0
client29739,0
client2974,0
client29740,1
client29741,0
client29742,1
client29743,0
client29744,1
client29745,0
client29746,0
client29747,0
client29748,0
client29749,0
client2975,1
client29750,1
client29751,0
client29752,0
client29753,0
client29754,0
client29755,1
client29756,0
client29757,0
client29758,0
client29759,0
client2976,0
client29760,0
client29761,0
client29762,0
client29763,1
client29764,0
client29765,0
client29766,0
client29767,0
client29768,0
client29769,0
client2977,0
client29770,0
client29771,0
client29772,1
client29773,0
client29774,0
client29775,0
client29776,0
client29777,0
client29778,0
client29779,1
client2978,0
client29780,0
client29781,0
client29782,0
client29783,1
client29784,0
client29785,0
client29786,0
client29787,0
client29788,0
client29789,0
client2979,0
client29790,0
client29791,0
client29792,0
client29793,0
client29794,0
client29795,0
client29796,0
client29797,1
client29798,0
client29799,0
client298,0
client2980,0
client29800,1
client29801,1
client29802,0
client29803,0
client29804,0
client29805,0
client29806,0
client29807,0
client29808,0
client29809,0
client2981,0
client29810,0
client29811,0
client29812,0
client29813,1
client29814,0
client29815,1
client29816,1
client29817,0
client29818,0
client29819,0
client2982,1
client29820,0
client29821,0
client29822,0
client29823,1
client29824,0
client29825,0
client29826,1
client29827,0
client29828,0
client29829,0
client2983,0
client29830,0
client29831,0
client29832,0
client29833,0
client29834,0
client29835,1
client29836,0
client29837,0
client29838,0
client29839,0
client2984,0
client29840,0
client29841,0
client29842,0
client29843,0
client29844,1
client29845,0
client29846,0
client29847,0
client29848,0
client29849,0
client2985,0
client29850,0
client29851,0
client29852,0
client29853,0
client29854,0
client29855,0
client29856,1
client29857,1
client29858,1
client29859,0
client2986,0
client29860,0
client29861,0
client29862,1
client29863,0
client29864,1
client29865,1
client29866,0
client29867,0
client29868,0
client29869,1
client2987,1
client29870,1
client29871,1
client29872,0
client29873,0
client29874,0
client29875,1
client29876,0
client29877,0
client29878,1
client29879,0
client2988,0
client29880,1
client29881,1
client29882,0
client29883,0
client29884,1
client29885,0
client29886,0
client29887,0
client29888,0
client29889,0
client2989,0
client29890,0
client29891,0
client29892,1
client29893,0
client29894,1
client29895,1
client29896,0
client29897,0
client29898,0
client29899,0
client299,0
client2990,0
client29900,1
client29901,0
client29902,0
client29903,0
client29904,0
client29905,0
client29906,0
client29907,1
client29908,1
client29909,0
client2991,0
client29910,0
client29911,0
client29912,1
client29913,1
client29914,0
client29915,0
client29916,1
client29917,0
client29918,0
client29919,1
client2992,0
client29920,0
client29921,0
client29922,0
client29923,0
client29924,0
client29925,1
client29926,0
client29927,0
client29928,0
client29929,0
client2993,0
client29930,0
client29931,0
client29932,1
client29933,0
client29934,1
client29935,0
client29936,0
client29937,1
client29938,0
client29939,1
client2994,0
client29940,0
client29941,0
client29942,0
client29943,0
client29944,0
client29945,0
client29946,0
client29947,1
client29948,0
client29949,0
client2995,0
client29950,0
client29951,0
client29952,0
client29953,0
client29954,0
client29955,0
client29956,0
client29957,0
client29958,1
client29959,0
client2996,0
client29960,1
client29961,0
client29962,1
client29963,0
client29964,1
client29965,1
client29966,0
client29967,1
client29968,1
client29969,0
client2997,0
client29970,0
client29971,0
client29972,0
client29973,1
client29974,0
client29975,1
client29976,1
client29977,1
client29978,0
client29979,0
client2998,1
client29980,1
client29981,0
client29982,0
client29983,0
client29984,0
client29985,0
client29986,0
client29987,1
client29988,0
client29989,0
client2999,0
client29990,0
client29991,0
client29992,1
client29993,0
client29994,0
client29995,0
client29996,0
client29997,0
client29998,1
client29999,0
client3,1
client30,0
client300,0
client3000,0
client30000,0
client30001,0
client30002,1
client30003,1
client30004,0
client30005,0
client30006,0
client30007,0
client30008,0
client30009,0
client3001,0
client30010,0
client30011,0
client30012,1
client30013,0
client30014,0
client30015,0
client30016,0
client30017,0
client30018,0
client30019,0
client3002,0
client30020,0
client30021,0
client30022,0
client30023,0
client30024,0
client30025,0
client30026,1
client30027,0
client30028,0
client30029,0
client3003,0
client30030,0
client30031,1
client30032,0
client30033,0
client30034,0
client30035,0
client30036,1
client30037,0
client30038,0
client30039,0
client3004,0
client30040,1
client30041,0
client30042,0
client30043,0
client30044,0
client30045,0
client30046,1
client30047,0
client30048,0
client30049,0
client3005,1
client30050,0
client30051,0
client30052,0
client30053,0
client30054,0
client30055,0
client30056,0
client30057,0
client30058,1
client30059,0
client3006,1
client30060,0
client30061,1
client30062,0
client30063,1
client30064,1
client30065,0
client30066,0
client30067,1
client30068,0
client30069,0
client3007,1
client30070,0
client30071,0
client30072,0
client30073,0
client30074,0
client30075,0
client30076,1
client30077,1
client30078,0
client30079,0
client3008,0
client30080,1
client30081,0
client30082,0
client30083,0
client30084,0
client30085,0
client30086,0
client30087,0
client30088,0
client30089,0
client3009,0
client30090,0
client30091,0
client30092,1
client30093,0
client30094,1
client30095,0
client30096,1
client30097,0
client30098,0
client30099,0
client301,0
client3010,0
client30100,0
client30101,1
client30102,0
client30103,1
client30104,1
client30105,0
client30106,0
client30107,0
client30108,0
client30109,1
client3011,0
client30110,0
client30111,0
client30112,0
client30113,0
client30114,0
client30115,0
client30116,0
client30117,0
client30118,0
client30119,0
client3012,0
client30120,0
client30121,0
client30122,0
client30123,0
client30124,0
client30125,0
client30126,0
client30127,0
client30128,0
client30129,0
client3013,0
client30130,0
client30131,1
client30132,0
client30133,0
client30134,0
client30135,0
client30136,1
client30137,0
client30138,0
client30139,0
client3014,0
client30140,0
client30141,0
client30142,1
client30143,0
client30144,0
client30145,1
client30146,1
client30147,0
client30148,0
client30149,0
client3015,0
client30150,1
client30151,0
client30152,0
client30153,0
client30154,0
client30155,1
client30156,0
client30157,1
client30158,0
client30159,0
client3016,0
client30160,0
client30161,0
client30162,0
client30163,0
client30164,0
client30165,0
client30166,0
client30167,0
client30168,0
client30169,0
client3017,0
client30170,0
client30171,1
client30172,0
client30173,0
client30174,0
client30175,0
client30176,0
client30177,0
client30178,0
client30179,0
client3018,0
client30180,0
client30181,1
client30182,0
client30183,0
client30184,0
client30185,0
client30186,0
client30187,1
client30188,1
client30189,0
client3019,0
client30190,0
client30191,0
client30192,0
client30193,0
client30194,0
client30195,0
client30196,0
client30197,0
client30198,0
client30199,0
client302,0
client3020,0
client30200,0
client30201,1
client30202,1
client30203,0
client30204,0
client30205,1
client30206,0
client30207,0
client30208,0
client30209,0
client3021,1
client30210,0
client30211,0
client30212,1
client30213,0
client30214,1
client30215,0
client30216,0
client30217,0
client30218,0
client30219,0
client3022,0
client30220,1
client30221,0
client30222,1
client30223,0
client30224,1
client30225,0
client30226,0
client30227,0
client30228,0
client30229,0
client3023,0
client30230,0
client30231,0
client30232,0
client30233,0
client30234,0
client30235,0
client30236,0
client30237,0
client30238,0
client30239,0
client3024,1
client30240,1
client30241,1
client30242,0
client30243,1
client30244,1
client30245,0
client30246,0
client30247,1
client30248,0
client30249,0
client3025,0
client30250,1
client30251,0
client30252,0
client30253,0
client30254,0
client30255,0
client30256,0
client30257,0
client30258,0
client30259,0
client3026,1
client30260,0
client30261,0
client30262,0
client30263,1
client30264,0
client30265,1
client30266,1
client30267,1
client30268,0
client30269,0
client3027,0
client30270,0
client30271,0
client30272,0
client30273,0
client30274,0
client30275,1
client30276,1
client30277,0
client30278,0
client30279,0
client3028,0
client30280,0
client30281,1
client30282,0
client30283,0
client30284,0
client30285,0
client30286,0
client30287,0
client30288,0
client30289,0
client3029,0
client30290,1
client30291,0
client30292,0
client30293,0
client30294,0
client30295,0
client30296,0
client30297,0
client30298,0
client30299,0
client303,0
client3030,0
client30300,0
client30301,1
client30302,1
client30303,0
client30304,0
client30305,1
client30306,0
client30307,0
client30308,0
client30309,1
client3031,0
client30310,0
client30311,1
client30312,1
client30313,0
client30314,0
client30315,0
client30316,0
client30317,1
client30318,0
client30319,0
client3032,0
client30320,0
client30321,0
client30322,0
client30323,0
client30324,0
client30325,0
client30326,0
client30327,0
client30328,1
client30329,0
client3033,0
client30330,0
client30331,0
client30332,0
client30333,0
client30334,0
client30335,0
client30336,0
client30337,0
client30338,0
client30339,0
client3034,0
client30340,0
client30341,0
client30342,0
client30343,0
client30344,0
client30345,1
client30346,0
client30347,0
client30348,0
client30349,1
client3035,0
client30350,1
client30351,0
client30352,0
client30353,0
client30354,0
client30355,0
client30356,0
client30357,0
client30358,0
client30359,0
client3036,0
client30360,0
client30361,1
client30362,0
client30363,0
client30364,0
client30365,0
client30366,0
client30367,0
client30368,1
client30369,1
client3037,0
client30370,0
client30371,0
client30372,0
client30373,1
client30374,0
client30375,0
client30376,0
client30377,0
client30378,0
client30379,0
client3038,0
client30380,1
client30381,0
client30382,0
client30383,0
